system:index,area,landcover,grid,.geo
1_1_228_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47421143895667,30.38960181988556]}"
1_1_229_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21908989826673,30.6123840103472]}"
1_1_230_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28197196815509,30.48302660943399]}"
1_1_231_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31700626423576,30.462365357899237]}"
1_1_232_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28197196815509,30.531535634776443]}"
1_1_233_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24963261792679,30.626757054893112]}"
1_1_234_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43827882759189,30.468653564888076]}"
1_1_235_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41851589134126,30.511772698525814]}"
1_1_236_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29454838213276,30.491111446991063]}"
1_1_237_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36821023543057,30.48033166358163]}"
1_1_238_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40504116207947,30.524349112503486]}"
1_1_239_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33676920048639,30.502789545684617]}"
1_1_240_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28376859872333,30.48302660943399]}"
1_1_241_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52361877958324,30.40487317971559]}"
1_1_242_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31520963366751,30.45877209676276]}"
1_1_243_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33946414633874,30.464161988467477]}"
1_1_244_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49936426691201,30.394093396306154]}"
1_1_245_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50655078918497,30.399483288010874]}"
1_1_246_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51643225731029,30.382415297612603]}"
1_1_247_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45085524156956,30.40577149499971]}"
1_1_248_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47870301537726,30.40127991857911]}"
1_1_249_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34395572275933,30.455178835626285]}"
1_1_250_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45894007912663,30.42283948539798]}"
1_1_251_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19753033144785,30.626757054893112]}"
1_1_252_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43738051230777,30.492908077559303]}"
1_1_253_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27837870701862,30.51536595966229]}"
1_1_254_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3466506686117,30.508179437389334]}"
1_1_255_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4203125219095,30.533332265344683]}"
1_1_256_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45804176384252,30.38331361289672]}"
1_1_257_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18225897161783,30.624960424324872]}"
1_1_258_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34395572275933,30.52165416665113]}"
1_1_259_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44546534986485,30.485721555286347]}"
1_1_260_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2918534362804,30.507281122105216]}"
1_1_261_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40414284679535,30.537823841765277]}"
1_1_262_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18764886332254,30.622265478472514]}"
1_1_263_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26670060832505,30.576451398982417]}"
1_1_264_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52900867128795,30.36624562249845]}"
1_1_265_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52541541015148,30.36624562249845]}"
1_1_266_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4849912223661,30.414754647840905]}"
1_1_267_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4939743752073,30.434517584091534]}"
1_1_268_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3646169742941,30.477636717729272]}"
1_1_269_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29634501270101,30.53602721119704]}"
1_1_270_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27568376116625,30.52345079721937]}"
1_1_271_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18405560218606,30.566569930857103]}"
1_1_272_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51283899617381,30.429127692386817]}"
1_1_273_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46253334026312,30.417449593693263]}"
1_1_274_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32059952537223,30.516264274946412]}"
1_1_275_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31700626423576,30.486619870570465]}"
1_1_276_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3241927865087,30.488416501138705]}"
1_1_277_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28736185985981,30.492908077559303]}"
1_1_278_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4571434485584,30.4237378006821]}"
1_1_279_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49846595162789,30.376127090623765]}"
1_1_280_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35383719088465,30.537823841765277]}"
1_1_281_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32509110179282,30.47673840244515]}"
1_1_282_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48139796122963,30.375228775339647]}"
1_1_283_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2460393567903,30.5710615072777]}"
1_1_284_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5083474197532,30.433619268807416]}"
1_1_285_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46971986253607,30.408466440852067]}"
1_1_286_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.36371865900996,30.47853503301339]}"
1_1_287_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31431131838339,30.508179437389334]}"
1_1_288_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2271747358238,30.579146344834776]}"
1_1_289_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39605800923827,30.486619870570465]}"
1_1_290_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47870301537726,30.427331061818577]}"
1_1_291_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30622648082633,30.516264274946412]}"
1_1_292_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38168496469235,30.460568727331]}"
1_1_293_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26131071662034,30.63035031602959]}"
1_1_294_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39965127037475,30.54051878761764]}"
1_1_295_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41761757605714,30.477636717729272]}"
1_1_296_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53439856299268,30.416551278409145]}"
1_1_297_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29814164326925,30.49919628454814]}"
1_1_298_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51014405032144,30.399483288010874]}"
1_1_299_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47690638480903,30.3869068740332]}"
1_1_300_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3421590921911,30.504586176252857]}"
1_1_301_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18405560218606,30.632146946597828]}"
1_1_302_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5352968782768,30.41834790897738]}"
1_1_303_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.49127942935495,30.452483889773923]}"
1_1_304_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21998821355085,30.60609580335836]}"
1_1_305_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53889013941327,30.392296765737917]}"
1_1_306_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21459832184613,30.57465476841418]}"
1_1_307_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40144790094298,30.51716259023053]}"
1_1_308_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5352968782768,30.42014453954562]}"
1_1_309_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51553394202617,30.38331361289672]}"
1_1_310_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2595140860521,30.623163793756632]}"
1_1_311_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31161637253103,30.5387221570494]}"
1_1_312_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30353153497396,30.530637319492325]}"
1_1_313_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3331759393499,30.455178835626285]}"
1_1_314_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39965127037475,30.504586176252857]}"
1_1_315_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1993269620161,30.59351938938069]}"
1_1_316_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.31610794895164,30.52345079721937]}"
1_1_317_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41492263020479,30.492908077559303]}"
1_1_318_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44187208872836,30.49919628454814]}"
1_1_319_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4715164931043,30.397686657442634]}"
1_1_320_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42660072889834,30.530637319492325]}"
1_1_321_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.24154778036971,30.605197488074243]}"
1_1_322_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51643225731029,30.36714393778257]}"
1_1_323_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53350024770856,30.38780518931732]}"
1_1_324_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32509110179282,30.454280520342163]}"
1_1_325_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33856583105462,30.466856934319836]}"
1_1_326_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3700068659988,30.49560302341166]}"
1_1_327_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28466691400745,30.473145141308674]}"
1_1_328_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25322587906327,30.583637921255374]}"
1_1_329_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52541541015148,30.433619268807416]}"
1_1_330_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19753033144785,30.589926128244212]}"
1_1_331_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52002551844676,30.412059701988547]}"
1_1_332_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25053093321091,30.57375645313006]}"
1_1_333_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2918534362804,30.537823841765277]}"
1_1_334_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19124212445902,30.568366561425343]}"
1_1_335_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42839735946657,30.453382205058045]}"
1_1_336_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19393707031138,30.623163793756632]}"
1_1_337_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19393707031138,30.55668846273179]}"
1_1_338_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3466506686117,30.492009762275185]}"
1_1_339_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27029386946154,30.63124863131371]}"
1_1_340_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.37270181185116,30.46326367318336]}"
1_1_341_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35204056031641,30.45877209676276]}"
1_1_342_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.41043105378418,30.490213131706945]}"
1_1_343_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26580229304093,30.55489183216355]}"
1_1_344_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18315728690195,30.632146946597828]}"
1_1_345_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21459832184613,30.568366561425343]}"
1_1_346_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19124212445902,30.57375645313006]}"
1_1_347_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38617654111296,30.5018912304005]}"
1_1_348_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33227762406578,30.529739004208203]}"
1_1_349_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.22447978997144,30.62765537017723]}"
1_1_350_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32239615594047,30.494704708127543]}"
1_1_351_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.48678785293434,30.436314214659774]}"
1_1_352_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47421143895667,30.419246224261503]}"
1_1_353_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2729888153139,30.474941771876914]}"
1_1_354_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.29454838213276,30.502789545684617]}"
1_1_355_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45804176384252,30.44799231335333]}"
1_1_356_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.50744910446909,30.42014453954562]}"
1_1_357_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.18225897161783,30.622265478472514]}"
1_1_358_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30442985025807,30.524349112503486]}"
1_1_359_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.38617654111296,30.48122997886575]}"
1_1_360_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.34575235332758,30.45697546619452]}"
1_1_361_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2918534362804,30.492908077559303]}"
1_1_362_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2271747358238,30.563874985004745]}"
1_1_363_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3466506686117,30.51716259023053]}"
1_1_364_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2729888153139,30.542315418185876]}"
1_1_365_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39066811753355,30.53512889591292]}"
1_1_366_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52002551844676,30.36983888363493]}"
1_1_367_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.51014405032144,30.42194117011386]}"
1_1_368_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43109230531893,30.467755249603957]}"
1_1_369_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5173305725944,30.419246224261503]}"
1_1_370_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30263321968984,30.467755249603957]}"
1_1_371_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.21010674542553,30.603400857506003]}"
1_1_372_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25142924849503,30.623163793756632]}"
1_1_373_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.52990698657207,30.394093396306154]}"
1_1_374_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27388713059801,30.49560302341166]}"
1_1_375_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30712479611044,30.528840688924085]}"
1_1_376_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.40324453151122,30.529739004208203]}"
1_1_377_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45175355685367,30.40127991857911]}"
1_1_378_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.44995692628544,30.455178835626285]}"
1_1_379_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.2729888153139,30.485721555286347]}"
1_1_380_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43199062060305,30.469551880172194]}"
1_1_381_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27927702230274,30.509976067957574]}"
1_1_382_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.20381853843669,30.580044660118897]}"
1_1_383_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.33407425463402,30.469551880172194]}"
1_1_384_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.43019399003481,30.491111446991063]}"
1_1_385_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25592082491562,30.57375645313006]}"
1_1_386_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.26939555417742,30.55579014744767]}"
1_1_387_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.42749904418245,30.49380639284342]}"
1_1_388_0,0,0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.19663201616373,30.5710615072777]}"
1_1_389_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.32149784065635,30.531535634776443]}"
1_1_390_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.39156643281767,30.53512889591292]}"
1_1_391_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46253334026312,30.400381603294992]}"
1_1_392_0,0,0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.4068377926477,30.492009762275185]}"
1_1_393_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.30622648082633,30.51536595966229]}"
1_1_394_0,0,0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.27927702230274,30.512671013809932]}"
1_1_395_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.47061817782019,30.40307654914735]}"
1_1_396_0,0,0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.45175355685367,30.439009160512132]}"
